레버리지 20배기준
익절 ROI 20% 기준
모든배팅 0.5usdt
DCA size , 익절, 도달시물타는 ROI
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,20.0,130.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,25.0,140.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
10.0,30.0,150.0
